ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Día en que empieza el precio rebajado","Día en que termina el precio rebajado","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
1217,simple,camisas,"Intensivo Nivel 1 Camisas",1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,42500,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/mi-primer-camisa-intensivo.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/mi-primer-camisa-intensivo.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/mi-primer-camisa-proyectos.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/mi-primer-camisa-proyectos2.jpg",,,,,,,,,27,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
199,simple,lenceria,"Clases de Lenceria y Mallas",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,1250,"Cursos Online, Cursos Online > Regulares",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/lenceria1.jpg,,,,,,,,,28,"opción de compra","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
202,simple,crochet,"Clases de Crochet",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,560,"Cursos Online, Cursos Online > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet-1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet1-5.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet2-4.jpg",,,,,,,,,29,,,,
200,simple,"ropa bebe","Clases de Ropa para Bebes o Chicos",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,1250,"Cursos Online, Cursos Online > Regulares",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/ropa-bebe1.jpg,,,,,,,,,30,"opción de compra","$750 x clase, $1425 Pack x2, $2700 Pack x4, $4050 Pack x6, $5100 Pack x8",1,0
1256,simple,carteras,"Intensivo Carteras",1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,42500,"Cursos Online, Cursos Online > Intensivos Carteras",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/cartera-curso.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/cartera-1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/05/cartera-curso-intensivo.jpg",,,,,,,,,31,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
201,simple,"taller de bordado","Clases de Bordado",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,560,"Cursos Online, Cursos Online > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado1-4.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado2-3.jpg",,,,,,,,,32,,,,
197,simple,accesorios,"Clases de Carteras",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,1250,"Cursos Online, Cursos Online > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/carteras1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/2-5.jpg",,,,,,,,,33,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
410,simple,,"Pack 8 clases Mensuales",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,4080,4800,"Sin categorizar",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/06/pack-8.jpg,,,,,,,,,34,,,,
952,variable,pase,"Pase Baulero",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,,"Cursos Online, Cursos Online > Intensivos Indumentaria, Cursos Online > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/01/t.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/01/2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/01/3.jpg",,,,,,,,,35,Pase,"Pase Mix, Pase Zoom libre",1,0
404,simple,,"Pack 6 clases Mensuales",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,3000,3600,"Sin categorizar",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/06/PACK-6.jpg,,,,,,,,,36,,,,
223,simple,personalizado,"Clases Personalizadas",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,20000,"Cursos Almagro, Cursos Ciudad Jardín, Cursos Online, Cursos Online > para alumnos, Cursos Ciudad Jardín > Regulares, Cursos Almagro > Regulares",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/1.jpg,,,,,,,,,37,"Opción de Compra","$900 x hora, $3240 Pack 4hs, $6120 Pack 8hs",1,0
398,simple,,"Pack 4 clases Mensuales",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,2160,2400,"Sin categorizar",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/06/PACK-4-1.jpg,,,,,,,,,38,,,,
274,variable,"deco bebe","Deco Kids",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,"Sin categorizar",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/imagenes-intervenidas-para-web-baul-2020.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/deco-bb1-2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/deco-bb2-2.jpg",,,,,,,,,39,"OPCION DE COMPRA","$600 x clase, $2160 Pack x4, $4080 Pack x8",1,0
203,simple,"taller peques","Costura con Peques",'-1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,350,"Sin categorizar",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/kids-1.jpg,,,,,,,,,40,,,,
10253,simple,,"Enchulamos la Maquina!",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,3900,"Cursos Online, Cursos Online > Intensivos Carteras",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2022/04/funda-maquina-clase-online.gif, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2022/04/funda-maquina-clase-online.gif",,,,,,,,,41,Rubro,"14.30hs: abc y carteras, 15.15hs: indumentaria, 16hs: lencería y mallas",1,0
150,variable,,Carteras,1,0,visible,,,,,taxable,,0,,,0,1,,,,,0,,,,"Cursos Almagro, Cursos Almagro > Regulares",,,https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/carteras.jpg,,,,,,,,,42,TURNO,"Martes 10hs, Martes 18hs, Miércoles 10hs, Miércoles 14hs, Jueves 10hs, Jueves 15hs, Jueves 18hs, Sábado 10hs, Sábado 13hs",1,0
198,variable,"deco costura","Deco Costura x Zoom",'-1,0,visible,,,,,taxable,,1,,,0,0,,,,,0,,,,"Sin categorizar",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/decocostura1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/deco1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/deco2.jpg",,,,,,,,,43,"Opción de compra","$600 x clase, $2160 pack x4, $4080 pack x8",1,0
148,variable,,"Lencería y Mallas",1,0,visible,,,,,taxable,,0,,,0,1,,,,,0,,,,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/lenceria-ok.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/lenceria-foto2-330x330-1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/lenceria-foto6-330x330-1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/lenceria-foto7-330x330-1.jpg",,,,,,,,,44,Turno,"Martes 10hs, Martes 18hs, Miércoles 14hs, Jueves 10hs, Jueves 15hs, Jueves 18hs, Sábado 10hs",1,0
146,simple,,Bordado,'-1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,2800,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado-foto4.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado-foto5.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/bordado-foto6.jpg",,,,,,,,,45,,,,
144,variable,,Indumentaria,1,0,visible,,,,,taxable,,0,,,0,1,,,,,0,,,,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/indumentaria.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/indumentaria-foto3.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/indumentaria-foto5.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/indumentaria-foto9.jpg",,,,,,,,,46,Turno,"Martes 10hs, Martes 18hs, Miércoles 10hs, Miércoles 14hs, Jueves 10hs, Jueves 15hs, Jueves 18hs, Sábado 10hs, Sábado 13hs",1,0
10449,simple,,"Blazer de Punto",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,4900,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2022/06/WEB2995785-28527C07-33FB-7D0A-BD5F-9E6E7D8CFBED.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2022/06/WEB2995785-28527C07-33FB-7D0A-BD5F-9E6E7D8CFBED.jpg",,,,,,,,,47,Rubro,"14.30hs: abc y carteras, 15.15hs: indumentaria, 16hs: lencería y mallas",1,0
139,variable,,"Abc Costura",1,0,visible,,,,,taxable,,0,,,0,1,,,,,0,,,,"Cursos Almagro, Cursos Almagro > Intensivos",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/abc-costuraok.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/abc1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/abc2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/abc3.jpg",,,,,,,,,48,Turno,"Martes 10hs, Jueves 15hs, Miércoles 15hs, Miércoles 10hs, Miércoles 18hs, Jueves 10hs, Jueves 18hs, Sábado 10hs, Sábado 13hs",1,0
141,simple,,"Costura para peques y teens",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,5800,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/peques.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/PEQUES-ALMAGRO-FOTO2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/PEQUES-ALMAGRO-FOTO3.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/PEQUES-ALMAGRO-FOTO4.jpg",,,,,,,,,49,,,,
143,simple,,Crochet,'-1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,2800,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet3.jpg",,,,,,,,,50,,,,
137,simple,,"Abc Crochet",0,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,3200,"Sin categorizar",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet3.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/crochet1.jpg",,,,,,,,,51,,,,
135,simple,,"Macrame y Telar",'-1,0,visible,,,,,taxable,,0,,,0,0,,,,,0,,,2800,"Cursos Almagro, Cursos Almagro > Regulares",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/macrame.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/macrame1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/macrame3.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2020/05/macrame2.jpg",,,,,,,,,52,,,,
10033,simple,"baúl a la carta-1","Baul a la Carta ""Mono""",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,10000,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/10/1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/821c0e9c-eabc-4e97-bc2a-badceca6d632.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/10/1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/10/Q1.jpg",,,,,,,,,53,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
10000,simple,"baúl a la carta","Baul a la Carta ""Trench""",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,10000,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/palca-2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/821c0e9c-eabc-4e97-bc2a-badceca6d632.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/palca-2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/placa-4.jpg",,,,,,,,,54,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
1330,simple,"baúl a la carta","Baul a la Carta ""Trench"" OLD",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,3900,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/palca-2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/821c0e9c-eabc-4e97-bc2a-badceca6d632.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/palca-2.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/placa-4.jpg",,,,,,,,,55,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
1363,simple,"baúl a la carta-2","Baul a la Carta ""Campera de Jean""",'-1,0,visible,,,,,taxable,,1,,,0,1,,,,,0,,,10000,"Cursos Online, Cursos Online > Intensivos Indumentaria",,,"https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/baul-a-la-carta-jean.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/821c0e9c-eabc-4e97-bc2a-badceca6d632.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/Sin-titulo-1.jpg, https://bauldemoda.com.ar/bm/wp-content/uploads/sites/2/2021/08/placa-3.png",,,,,,,,,56,"OPCIÓN DE COMPRA","$750 x clase, $1425 pack x2, $2700 pack x4, $4050 pack x6, $5100 pack x8",1,0
